Carbohydrate degradation	Amino Acid Degradation	Carboxylate Degradation	Nucleoside and Nucleotide Degradation	Secondary Metabolite Degradation	Amino Acid Biosynthesis	Aromatic Compound Biosynthesis	Carbohydrate Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Fatty Acid and Lipid Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Secondary Metabolite Biosynthesis	Fermentation	Glycolysis	Generation of Precursor Metabolites and Energy	Inorganic Nutrient Metabolism	Aminoacyl-tRNA Charging	Group
SRR6468565	-3.58461168535623	-7.20054404139234	-5.28812243707513	-3.740098067076	-9	-4.27655140388571	-3.27302648652046	-7.48109061933803	-3.73084121547537	-4.2348057041591	-3.92843173025285	-3.29335560171245	-6.29814052619107	-4.19290228145309	-4.68514528703653	-6.89952689631965	-3.47821879967712	CD
SRR6468566	-3.68121981878703	-6.83824194801593	-4.86888805491595	-3.76444865266486	-9	-4.06287454359449	-3.29750994151701	-7.59996649951783	-3.74469213537443	-4.1102009760864	-3.96356699136989	-3.36439261749518	-6.31529878154377	-4.51889289945884	-4.63679784256967	-7.02421880978876	-3.4711822479021	CD
SRR6468568	-3.53462504019387	-7.11576419894244	-4.26670469771358	-3.51233021311113	-9	-4.49548775889132	-3.18069478574369	-7.43161205601963	-3.77038948888734	-3.86524107553075	-3.90776307889429	-3.25884682476457	-6.18001922398569	-3.50582782453316	-4.00839610768549	-6.50675431642875	-3.37670418054305	CD
SRR6468569	-3.56272176688467	-6.8629984767418	-5.01569870042959	-3.62079604760686	-9	-4.28563300149572	-3.09604611392674	-9	-3.92703699637135	-4.84152616536932	-3.82252579023382	-3.13351299044892	-6.37108693932924	-4.77425420272217	-6.50991465473973	-7.51924436696376	-3.364311218087	CD
SRR6468571	-3.52224604612408	-6.5720651397183	-4.20530300703743	-3.4405492933516	-9	-4.02321234501657	-3.19412264888028	-7.56909147847157	-3.74941501527732	-4.21653860442864	-3.88027166557377	-3.26269521880346	-6.27032813028549	-4.28851572852349	-4.37572787377456	-6.51132250784383	-3.36859377675888	CD
SRR6468572	-3.96326866343748	-6.68073141176971	-4.64861800631346	-3.71721425040044	-9	-4.42961940728082	-3.68816702620498	-7.58220612451167	-3.96781513478814	-4.5830889915773	-4.73587984803641	-3.41995247826462	-6.33141428636996	-3.83774344651638	-4.44646957896718	-6.57674670499558	-3.66218546145686	CD
SRR6468573	-3.51959737667208	-7.007807687353	-4.83015730899735	-3.4646608897328	-9	-4.11645672496494	-3.1638911440587	-7.74482731575896	-3.75819827621747	-5.22515427268206	-3.61660718665953	-3.30891762336779	-6.23883091375315	-4.14458884343487	-4.57031809201479	-6.87800749083795	-3.39837995459519	CD
SRR6468574	-3.5729291685448	-6.59494896219676	-4.54997531539506	-3.70295371472705	-9	-3.95197394424892	-3.23868905103632	-7.49357009583915	-3.65108838802774	-4.12282066551884	-3.91438213110071	-3.31042123392159	-6.21213014234987	-3.93217571469764	-4.38455768294964	-6.91516865983607	-3.39115317767359	CD
SRR6468575	-3.69395396749769	-6.72701139040234	-4.33639162603437	-3.57362513728538	-9	-4.27852090883266	-3.11029913631803	-7.45122326871848	-3.8111209787784	-4.5052487088853	-4.11165095630453	-3.17487974881067	-6.21476176427714	-4.07107141083461	-4.38719816956245	-6.65611159801783	-3.3347295983604	CD
SRR6468579	-3.60181122585549	-6.78798900322243	-4.67033984703337	-3.92550768795711	-9	-4.06268133343951	-3.16672943617009	-7.46431969811149	-3.6159873691325	-4.0958432254473	-3.83450698925303	-3.17130337684929	-6.22667306979773	-4.09564477143438	-4.44101707043935	-6.95294269884283	-3.29810663185734	CD
SRR6468580	-3.97964809210671	-6.860011478172	-6.79707250613925	-3.89518773659469	-9	-4.91709236017552	-3.35982010660371	-7.24138788746774	-3.7618621047972	-5.53194719859417	-3.93117289929668	-3.23719694136512	-6.57770299660148	-5.46735399490624	-5.18112885769656	-6.35720896958117	-3.55550239920978	CD
SRR6468581	-3.57684762647663	-6.75601177607374	-4.5073708057933	-3.77451241874677	-9	-4.20733351577958	-3.16977217944163	-7.2759187368896	-3.55466322059232	-3.51365896907112	-3.96381883745689	-3.2108121635804	-6.17282268082655	-3.53186809711318	-4.5419513314923	-6.9191812596477	-3.46536732135542	CD
SRR6468582	-3.84903485116784	-6.76401182065325	-4.23425538763585	-3.96895223751161	-9	-4.11715050273999	-3.44709936814902	-7.25846481051584	-3.69004180511093	-3.888461272753	-3.81175358606887	-3.39296446114291	-6.2774171439417	-3.91715300750928	-4.19615020442667	-7.10590237576521	-3.5473366537634	CD
SRR6468583	-3.59118795303235	-6.63026643994599	-5.16230561227181	-3.72093559984377	-9	-4.50553992301053	-3.45311438690532	-8.09067515932199	-3.87680833541146	-6.528913975156	-4.42983373243353	-3.30474428546132	-6.17394896543985	-3.52184734650692	-4.95306300808596	-6.45796758402245	-3.55363372631964	CD
SRR6468584	-3.68034225084129	-7.11523305989014	-4.60121172944088	-4.00630460747308	-9	-4.0275509042799	-3.22356774299592	-7.47275093646333	-3.65653544079228	-4.20229091962056	-3.76296252857473	-3.23562134374608	-6.3007334251814	-4.40708595491817	-4.58776586758922	-6.87301132833217	-3.35082876285296	CD
SRR6468585	-3.72745453364482	-6.70961674831374	-4.30132749802532	-3.76043737548057	-9	-4.16865404735972	-3.41093255692302	-7.22986378510379	-3.67445972716004	-3.65217830598403	-3.84331403556432	-3.38695776197736	-6.24270624543019	-3.64329727971315	-4.07240219060685	-6.67777134991755	-3.77037446350424	CD
SRR6468586	-3.69744518296241	-7.40005798961513	-4.75418564881472	-3.34233658536355	-9	-4.35303989782743	-3.24313165957385	-7.36481601347451	-3.76672943541578	-3.62697060710371	-4.12218285954594	-3.27948678742837	-6.29130698107399	-3.74291846088516	-4.16268084928645	-9	-3.49596705092994	CD
SRR6468590	-3.51948620898456	-6.74459885316251	-4.38340473449536	-3.69888064238965	-9	-4.73850056510663	-3.07243981402998	-7.60039450591441	-3.76939692909996	-4.13047121202588	-4.01233033931816	-3.11274232283706	-6.27029800233958	-4.22907320897847	-4.48523713076339	-7.08300913180619	-3.34767145067325	CD
SRR6468591	-3.69444191941567	-6.40458352556339	-4.40756106972823	-3.23768293731544	-9	-4.01896903622266	-3.04103697614782	-7.10512095415967	-4.34517397091847	-3.37109175007918	-4.21094171264734	-3.43552686688034	-6.14726537774867	-3.37179876468794	-4.13647082394137	-9	-3.8728627928085	CD
SRR6468592	-4.02333054153282	-7.03918302956103	-4.68141412132018	-3.94392672949239	-9	-4.34466236236627	-3.52426017077713	-7.31800282925892	-3.74344692449078	-4.61173018958088	-3.82098440396867	-3.40306219934312	-6.36256347123971	-4.24044457218128	-5.13382388541953	-7.06748386122657	-3.62917615040042	CD
SRR6468595	-3.67450695499594	-6.35994310902659	-4.35922906674248	-3.31518399961413	-9	-4.6344753182035	-3.16535671138321	-7.58870867651234	-4.08064944228685	-4.26022287729789	-4.28481606450187	-3.22951766400475	-6.28321306664115	-4.1164598610604	-4.18716916754885	-6.54078456107555	-3.56155733679704	CD
SRR6468596	-3.63771482592633	-6.52546950531441	-4.23635341119189	-3.52732902770127	-9	-4.28734527885119	-3.1145488350238	-7.2100456317784	-3.79478038930925	-4.09750102277635	-3.8247520974584	-3.24502208800319	-6.24119306372596	-3.81864981086003	-4.15757746746967	-9	-3.33560814479319	CD
SRR6468599	-3.5691334268463	-6.93791260372815	-5.35005567438529	-3.81484332196812	-9	-4.04036241853193	-3.11183619214387	-7.5305962918379	-3.58663308536206	-4.02076134563268	-3.7320871531357	-3.17357271918413	-6.28332976064475	-4.71729538180827	-4.5815807133709	-6.82501854048902	-3.42264264545335	CD
SRR6468601	-3.55448656662133	-6.49091614817424	-4.70349606807177	-3.64776905245269	-9	-4.12267592455783	-3.21358635303836	-7.39449498290486	-3.57554039401851	-4.80644999704031	-3.71444372003483	-3.2213900873977	-6.31171890519861	-4.43515063730628	-4.56645075374304	-6.92307123511162	-3.4584257479727	CD
SRR6468602	-3.51117993294064	-6.52873753599645	-3.88688993912623	-3.50171166660139	-9	-4.18881114375346	-3.30270991173895	-7.35496683916053	-3.70028218748496	-3.47590768546862	-3.8491829310665	-3.35323075756353	-6.19975797695621	-3.57796824304612	-3.94635452099159	-9	-3.50357409361508	CD
SRR6468603	-3.46070389255886	-6.94611358479855	-4.99592095095563	-3.58287884230399	-9	-3.95520846726544	-3.1158794797514	-7.60329376614788	-3.63169150272842	-4.32280159284002	-3.73830631638309	-3.20899044316647	-6.17436677887175	-3.8533622988206	-4.55351877080512	-7.12210067151308	-3.42418426822637	CD
SRR6468606	-3.78298824796459	-6.5430774503614	-4.72355017216079	-4.0606206086242	-9	-4.11291728984726	-3.27582840511799	-7.38188664828606	-3.65865471377007	-3.91741594579429	-3.78319601634143	-3.25048784440557	-6.27875793503467	-4.28125037879883	-4.68612279444413	-6.64457970663454	-3.41490265058378	CD
SRR6468607	-3.55222757823816	-6.68631912027217	-4.59099568928159	-3.46421309096503	-9	-4.06087105736959	-3.13385623684753	-7.50173287400866	-3.68921756978479	-4.43768544465996	-4.15043568912912	-3.17498889986026	-6.38803383989029	-4.74162992276121	-4.74352083794867	-6.79314983124121	-3.37555185180038	CD
SRR6468608	-3.47424856024886	-6.79231547811194	-4.6053206858986	-3.5107900571775	-9	-3.99073792761039	-3.16839495919593	-7.63067802208633	-3.7326106168339	-4.2162082828517	-3.65887008309984	-3.27276790149244	-6.2060921219206	-3.96421269392375	-4.0277616465738	-6.88833251741012	-3.4437047375344	CD
SRR6468609	-3.69728061423903	-6.83059850297219	-3.95147584373653	-3.48325181720731	-9	-4.15096874368339	-3.17978793963549	-7.2861614606288	-3.76647893560517	-3.69280180814175	-3.85111114153405	-3.33905013672568	-6.21175506463515	-3.63934790638448	-3.94668030046959	-7.00567593738212	-3.42990208966168	CD
SRR6468610	-3.88655736309786	-6.64511324080642	-4.20111254906694	-3.6916238707372	-9	-4.16603709778747	-3.3462443289993	-7.14050173229987	-3.67684188969924	-4.18892492989588	-4.06240569392695	-3.27142709661201	-6.25625334660795	-3.528396940679	-4.45032535877065	-6.32158758206843	-3.4728278314813	CD
SRR6468612	-3.70388074369588	-6.43104930868654	-4.30688337140783	-3.7276535858697	-9	-4.33061216335576	-3.33987449436626	-7.29958609782101	-3.7176254499849	-3.83028623405128	-3.79974666433973	-3.29235659610454	-6.21387971446617	-3.72193840026532	-4.26903545848657	-6.41894043448435	-3.47427382059478	CD
SRR6468618	-3.82916805874316	-6.81118753375047	-4.03925338055315	-3.42632771054648	-9	-5.0618229963361	-3.36896441903074	-9	-4.76277354695157	-6.01202683515346	-4.99680765741038	-3.46453498135619	-6.10586538433129	-3.38792778778469	-5.29630271939766	-6.25539986890368	-3.36294077555915	CD
SRR6468619	-3.98276606571683	-6.30432951745555	-3.96452552677103	-3.71284269677172	-9	-4.19227170641142	-3.48972822388758	-7.26992399483364	-3.79199535791459	-3.84683611041951	-3.89312847791884	-3.37625465645633	-6.27892889709525	-3.60763038504378	-3.92463870544629	-6.40119847144345	-3.61307319320443	CD
SRR6468620	-3.69422151153566	-6.6544296248701	-4.44548784558154	-3.79818550451151	-9	-4.2051913313344	-3.29871864703031	-7.24777758543904	-3.63719221875322	-3.74716135642094	-3.62565909326519	-3.22489585650315	-6.21181789326788	-3.69876320911821	-4.18443111011197	-6.79328389395814	-3.69417374631894	CD
SRR6468623	-3.51247434900916	-6.57256684252859	-4.53782846214074	-3.50522630894334	-9	-4.05302560366889	-3.1213612478347	-7.4776598395433	-3.63002151746865	-4.07415573602006	-3.79977540956563	-3.18858118056628	-6.15895467378598	-3.90181073922284	-4.48399270860284	-7.01123582126732	-3.442038289986	CD
SRR6468629	-4.38822706029263	-6.61952314163199	-4.55636861778831	-3.88099481263128	-9	-4.54232586615104	-3.68446592399262	-7.439424991598	-4.78462004173723	-3.92718981438575	-4.44536888485709	-3.90714256357523	-6.33295896778087	-3.84269469357293	-3.79573501763557	-9	-5.25527919328983	CD
SRR6468638	-4.16068715717439	-6.97446427671161	-5.28471887564238	-3.72199299551598	-9	-4.72566565346061	-3.86331184738956	-8.06594467603411	-4.60484104798361	-5.12783790832383	-4.74343029970253	-4.20633671042482	-6.42399913362165	-3.97103941527692	-5.36595823330639	-7.3908478099214	-3.91599958856019	CD
SRR6468640	-3.54816867838245	-6.73828936281368	-4.48336251984888	-3.44493022918894	-9	-4.3378727477078	-3.10097675886664	-7.78529156274155	-4.06789257236554	-4.28096752099333	-4.06082085594242	-3.10362702510936	-6.30919946820294	-4.46175128652264	-4.21923497949635	-7.39328761059678	-3.26634299543684	CD
SRR6468645	-3.51471950561093	-6.70646963996847	-5.0848305348704	-3.99679339502127	-9	-4.00392726969801	-3.15207235587707	-7.57105099187219	-3.66916961801958	-4.48587360495052	-3.97448261611904	-3.18314250549604	-6.28570253247115	-4.34674790377309	-4.4198867703525	-6.75540620472467	-3.26020779524396	CD
SRR6468651	-3.60628346996375	-6.73787855447877	-4.47563171391973	-3.6877376569302	-9	-4.05316161133728	-3.2898004159911	-7.42665134718753	-3.77252396131863	-4.21861438995392	-3.93096431313088	-3.30127587593142	-6.28683140155129	-4.15167232155341	-4.49067951525699	-6.8766596351899	-3.46519616232453	CD
SRR6468652	-3.7983184482306	-6.35540626588963	-4.93253965479403	-3.66106741322518	-9	-4.13410423233173	-3.09780555138049	-7.44268518609114	-3.94902884444123	-3.51785567865886	-3.57024070558862	-3.14471652968563	-6.08954895332954	-3.89783012284101	-4.1892683081873	-9	-3.29264191357522	CD
SRR6468653	-3.72541955161536	-6.7338381541006	-4.16124474770139	-3.64906046345035	-9	-4.25206770757117	-3.35445236330998	-7.29137617752744	-3.73795988653351	-4.16637215907299	-3.81599717122795	-3.28371779522649	-6.25967519732711	-3.86938783201456	-4.14001020313588	-6.59310979431908	-3.56144183020947	CD
SRR6468655	-3.56450599667411	-6.80661322726618	-4.97139421610607	-3.40237899568719	-9	-4.03936727602353	-3.12694928509464	-7.53778315304453	-3.78899031271565	-4.55144468087587	-4.07307587956158	-3.17886328558736	-6.28051887449017	-4.47983243951953	-4.61575663125196	-7.13471827058387	-3.39992055773848	CD
SRR6468661	-3.74126109945683	-6.67760892654577	-3.6754952596804	-3.49447227921909	-9	-4.40939966386133	-3.56856807900339	-7.19260087133002	-3.7305650211535	-3.62770819227799	-4.06227268105683	-3.67970412624373	-6.24524122796381	-3.54619189918766	-3.65111595755907	-9	-3.83452122408565	CD
SRR6468662	-3.48948159988764	-6.51966806995859	-4.13643847235267	-3.44315975996682	-9	-5.25013670049559	-3.08012424625143	-7.53429473175271	-3.74715308186286	-4.36661012972453	-4.11564750919946	-3.14281229252887	-6.25522059772171	-4.29075205920851	-6.39347233703241	-6.59269310299702	-3.4635109995977	CD
SRR6468665	-3.492820744478	-6.23930214694371	-4.2241982412321	-3.14640481132368	-9	-4.0510144138977	-3.10631649402155	-7.27894720260833	-3.6870041991275	-3.72806731802168	-3.64067851568343	-3.06220787693496	-6.19772388836433	-3.74415784498343	-4.31899449961963	-7.5530145917577	-3.59153276814501	CD
SRR6468666	-3.87767058437403	-6.4947079893795	-4.41187817811864	-3.78164646200135	-9	-4.10236942459814	-3.31510966459447	-7.33681135322775	-3.65499993601337	-3.83525508436361	-3.78677089065271	-3.29740921777731	-6.19584026810158	-3.77750881555638	-4.37094305847803	-6.5989348218194	-3.49875993355714	CD
SRR6468669	-3.61193169049353	-6.89395416199472	-4.34396702478916	-3.81341175358756	-9	-4.34391334127606	-3.24006065895531	-7.43420602350862	-3.9286356702539	-3.95337823141898	-3.87422301396121	-3.28956951395662	-6.23206111722552	-4.01863379864289	-4.41093703937398	-6.8672703252535	-3.43523336147892	CD
SRR6468670	-3.57290319612408	-6.92390476791257	-5.22557024557688	-3.49867498027534	-9	-3.97144952784752	-3.22845218000285	-7.53369550877675	-3.62097647298859	-4.86885334016261	-4.04010123919871	-3.28170678929919	-6.36398799471471	-4.57264129716929	-4.66509933406046	-6.76655951987361	-3.48945230897153	CD
SRR6468671	-4.76540122730081	-9	-7.25709600355135	-3.98511899740983	-9	-4.89970878588685	-3.59350468211139	-9	-4.78356205647794	-9	-5.05613253835111	-3.73320873931836	-7.65431253524018	-9	-9	-9	-3.8008127378335	CD
SRR6468672	-3.98087059006769	-6.56034480395823	-4.03754962386988	-4.0707549264146	-9	-4.33415953535272	-3.47334384151308	-7.39267387962376	-4.12471527097558	-3.89959533398152	-4.34414515858453	-3.69222593148291	-6.2203500741432	-3.70904395587941	-4.036697706039	-6.93839605710475	-3.59562646889784	CD
SRR6468675	-3.63075395855063	-6.90711138608439	-3.99115558768051	-3.61205179890358	-9	-4.31463599322767	-3.32755908679428	-7.28730404444067	-3.71167188428747	-3.59394546547803	-3.74665937543549	-3.42527326013888	-6.21751434486657	-3.70932795613264	-3.87562340574379	-7.31272388607232	-3.56967495829417	CD
SRR6468676	-3.57191933732357	-6.91133710282096	-4.79034182374004	-3.76739199448144	-9	-4.54364601390963	-3.13160120210494	-7.38091390062689	-3.60331380082649	-3.75477715456854	-3.74498306815699	-3.14372134206438	-6.18684931297711	-4.11150736014879	-4.29233146043813	-6.78368048128547	-3.32834682847094	CD
SRR6468677	-3.83315355810069	-6.58823484719097	-4.13119106640416	-3.81330473140688	-9	-3.91243754187047	-3.23562040527563	-7.12171534482316	-3.54588335253841	-3.85925935430296	-3.78454910372836	-3.23825177723124	-6.19083400561458	-3.5756075306663	-4.05486791453215	-9	-3.42644613944679	CD
SRR6468682	-4.04222580012204	-6.65410927011272	-4.69807229555512	-4.21899947547479	-9	-4.19089425102357	-3.56122130327685	-7.50560027253803	-3.89655424378444	-4.41235405976138	-3.94231590914299	-3.53677015192376	-6.28497796042152	-3.96339121475837	-4.72220010536291	-6.52817114167531	-3.35144484433733	CD
SRR6468683	-3.53644349214002	-7.15646795116232	-5.40158420493039	-4.10293776506739	-9	-4.24241123498117	-3.1490161967324	-7.40087088214625	-3.59194882050743	-3.90235703788933	-3.76036642465671	-3.15731713624409	-6.20284249831474	-4.03526758928729	-4.24117545073526	-6.78972921590444	-3.45437006661854	CD
SRR6468685	-3.46230601945914	-6.87555379576724	-4.70171757056367	-3.81304880730642	-9	-4.0610496581523	-3.1555881585871	-7.45640136562494	-3.62878990436885	-3.96080545029823	-3.73485883203335	-3.2039872825378	-6.21946619453358	-4.07879878804854	-4.20117180099491	-7.02553812808797	-3.44259506783838	CD
SRR6468692	-3.98271342048015	-7.19084674823799	-4.07141184250806	-3.65718867948604	-9	-4.5587367758645	-3.73168306805811	-7.19539581137031	-3.88110456722233	-3.66538589688257	-4.81261169176117	-4.02978845501825	-6.29581218141899	-3.77014201546485	-4.0873113585506	-9	-4.41011739013627	CD
SRR6468694	-3.83223757168708	-6.69457945928235	-4.2765071684638	-3.70462079414918	-9	-4.10532582795235	-3.47359059166717	-7.27470864749673	-3.88350341160791	-3.85060447999795	-3.79568581356071	-3.5155520985964	-6.31929956442123	-3.67591217162792	-3.89416013726063	-6.81794504452482	-3.91588864805932	CD
SRR6468700	-3.76830824044348	-6.91201373216449	-4.05210353677368	-3.62450048382049	-9	-4.42342405866195	-3.55034519850063	-7.24307523314067	-3.70925593184287	-3.7191749370801	-4.10637261089428	-3.62147855166961	-6.29441051827436	-3.62840225509879	-3.83567359141798	-9	-4.05662371929996	CD
SRR6468701	-3.86182313335438	-6.63264327900772	-4.16300872783175	-3.92154052138414	-9	-4.33499318962324	-3.47762579834071	-7.27195319754897	-3.74070989064719	-4.04451818780041	-3.96184485240602	-3.23367714445779	-6.27920800188307	-3.82107624928179	-3.85535085928594	-9	-3.58895131201399	CD
SRR6468707	-3.50785815480426	-7.24974660236415	-5.42762537686436	-3.48063840368922	-9	-4.26683778414343	-3.12199187832313	-7.2549408885087	-3.83774890509909	-9	-3.84054916218426	-3.16388041804317	-6.41793152606351	-4.42314776558172	-6.43520499706517	-7.30825029973116	-3.4895608954956	CD
SRR6468711	-3.72779405307396	-7.04395090872663	-4.70389516858451	-3.85033730898759	-9	-4.30070596835938	-3.46690654326806	-7.34445190518588	-3.83655155739639	-4.26296477912977	-3.88486984616905	-3.46604628239005	-6.29946668822954	-3.90592847352936	-4.48105924049648	-9	-3.7381426143701	CD
SRR6468712	-3.78503636307318	-6.87594344930389	-4.93845663599415	-3.9097573063526	-9	-4.26584513995946	-3.38859151258377	-7.79357954052457	-3.71110702884506	-5.40549456249192	-3.99203070202494	-3.38659903635616	-6.2222861634126	-3.4614245883042	-5.2506316513616	-7.07749596515212	-3.56950891800865	CD
SRR6468713	-3.5797661837077	-6.71870904935392	-4.26054596550956	-3.53026149123838	-9	-4.15369319014676	-3.3323687542852	-7.42446881353577	-3.76470047151093	-3.90228708051851	-3.84812969253808	-3.43013120650953	-6.26196070721875	-3.7699663808195	-3.96435545573408	-6.96379416466311	-3.60158426522611	CD
SRR2145289	-3.91787619087065	-7.16744178393742	-4.47182939820919	-4.12255552021363	-9	-4.21647105289793	-3.54531118046508	-7.3426719176218	-3.70639766875544	-4.06790190385506	-4.59603380878322	-3.44782475058196	-6.28005418858088	-3.74968356805195	-4.99439773640838	-9	-4.0442117435467	CD
SRR2145291	-4.16300470729181	-7.03916664463296	-5.61595770745521	-4.18830940190737	-9	-4.63551432054794	-3.48288176732205	-7.26637587454827	-3.59117304112606	-3.77103396577395	-4.87543513894194	-3.23947574073398	-6.19729610930578	-3.72759006396163	-5.0348273475507	-9	-3.94960090781628	CD
SRR2145295	-3.80712265098881	-6.88146576570357	-4.96313598642801	-3.86742469823387	-9	-4.11694569950262	-3.42085792208865	-7.38197170328982	-3.69160642894156	-3.93140743591925	-4.63297431000781	-3.39345311853726	-6.28109020848104	-3.92946282220042	-4.91186512751552	-9	-3.63872368723264	CD
