Carbohydrate degradation	Amino Acid Degradation	Carboxylate Degradation	Nucleoside and Nucleotide Degradation	Secondary Metabolite Degradation	Amino Acid Biosynthesis	Aromatic Compound Biosynthesis	Carbohydrate Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Fatty Acid and Lipid Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Secondary Metabolite Biosynthesis	Fermentation	Glycolysis	Generation of Precursor Metabolites and Energy	Inorganic Nutrient Metabolism	Aminoacyl-tRNA Charging	Group
SID531766	-3.67007734040675	-4.69633560014929	-4.60701679671855	-3.88549665251967	-5.8039482328545	-3.77662913674733	-3.32849549206089	-3.97656822013807	-3.57678865931029	-4.21679906381236	-3.65844444930909	-3.25990981706676	-4.13737439077408	-3.91283199573308	-4.30156568631699	-4.7938422940647	-3.50594424706235	CRC
SID531775	-3.5429355962859	-4.47615822674813	-4.27366693122745	-3.50094449910506	-5.0163141874933	-3.71650434268552	-3.27584323049101	-4.3239806770563	-3.7139157247455	-3.95844631316415	-3.83820191272508	-3.28759276296375	-4.00739770749934	-4.03448688069112	-4.42505618015273	-4.83461064954205	-3.37357031883085	CRC
GF15	-3.88124012764556	-4.35726512414639	-4.59694118741073	-4.18418033897915	-4.82020987185123	-3.79938491428886	-3.53804453893048	-4.19793846753286	-3.82774589259275	-4.52504733324571	-3.79607467335388	-3.26340034324132	-3.85774718644075	-4.06614936486862	-4.60979857222477	-7.0142366026393	-3.39996309707829	CRC
VF100	-3.89711923279704	-4.14381040873501	-4.61999870726259	-4.1022295734007	-4.84944617584742	-3.78478948475908	-3.42740145748157	-3.98692763706407	-3.74829901553145	-4.12587732205706	-3.92058377501043	-3.3023914692117	-3.94793766487779	-4.00385772311567	-4.39170093253468	-6.6885920931539	-3.31490795020246	CRC
VF107	-3.63898394779769	-4.51560708594995	-4.16737377630946	-3.52455876554155	-4.62300901830877	-3.75649192907736	-3.3726463373277	-4.56509127503747	-3.76514074122923	-3.78523185247234	-3.79277911406357	-3.47012454228496	-4.06651840183696	-3.69995956159392	-4.07935615233266	-6.97821669808896	-3.65408153732338	CRC
VF114	-4.02572182205712	-4.21065260975612	-4.12355614971633	-3.89148345022963	-4.67772487099339	-3.82185545158827	-3.50182670225293	-4.0005422011568	-3.78791945521479	-4.07933193538831	-3.97460605442247	-3.39093410822722	-3.87079903187793	-3.80083707914127	-3.86100337594848	-6.52809698611922	-3.69782497767483	CRC
VF120	-3.76229533389249	-4.28914460207721	-4.42208122184425	-3.93459028507595	-4.86791649809426	-3.74691204064324	-3.32740310816113	-4.00005706575097	-3.70046127837889	-3.9294044765465	-3.75482234673658	-3.29194130458078	-3.96176861220028	-3.94747319682125	-4.17723328127256	-6.56163365875754	-3.45436388472828	CRC
VF145	-3.81831493996725	-4.07109969702296	-4.57364018134498	-4.03952441643617	-5.80022014762468	-3.87984155355877	-3.54233951315283	-4.19633873456209	-3.63019035526085	-4.22756801714778	-3.90016118901526	-3.31883024614055	-4.13700704993419	-4.20159618583586	-4.65443313033965	-6.56894445207233	-3.39098432414276	CRC
VF154	-3.83795841197766	-6.87214911905885	-4.09028068442728	-3.45095922653848	-4.12786413082745	-4.29220545411688	-3.50528602239806	-4.07217248171154	-3.70047379043481	-3.68465401764797	-4.01930563035286	-3.59346833522761	-5.56105346873437	-3.49170493596845	-4.04887294949351	-9	-4.33729693064036	CRC
VF166	-4.17961276295365	-4.27561177853522	-4.43187604371086	-4.1482273377464	-9	-3.90613907775998	-3.55778016245076	-4.00936246259396	-3.56171368014696	-3.57290750088816	-3.86474843322759	-3.2880367902757	-4.05834115713736	-3.94886087141982	-4.44490368513711	-6.97630804290476	-3.49872980683637	CRC
VF174	-4.07631603035802	-4.09941502348046	-4.70713945659561	-4.18879756025767	-4.37402940232112	-3.90047554230732	-3.43962058317498	-4.25755463822623	-3.62370857699834	-3.94968171675617	-4.11258748161643	-3.26484200519953	-3.77813637018044	-3.87672092832394	-4.93225869773176	-6.6981480311081	-3.3833890199662	CRC
VF176	-3.86755553503924	-4.23011595764967	-4.87058748777954	-4.33133211975364	-6.67189982138133	-4.00062969808878	-3.41293592435941	-3.90356269383689	-3.63098201213453	-4.03751321285204	-3.6694342290224	-3.25250507035563	-4.29629500252676	-3.68723320276444	-4.20680752402252	-6.5149535394672	-3.37463197936611	CRC
VF192	-3.69265692502463	-4.19037058488916	-4.29965151923282	-3.87352166332494	-4.41110559725098	-3.65418499845644	-3.38455069739636	-4.00566231744266	-3.66869740611535	-4.20853684898889	-3.76269777892097	-3.3273886845773	-3.87376285405415	-3.91669750741569	-4.13217772299983	-6.61122460737122	-3.32134143111465	CRC
VF207	-3.72044634176608	-4.24987756167972	-4.75273401468684	-3.88778621243396	-4.82322887867583	-3.7297863071422	-3.44576379950773	-4.04820078637398	-3.71858442956856	-3.86260411212892	-3.83669848601077	-3.42519579725843	-4.04057272131446	-4.15070027224729	-4.25580735821141	-6.49037121549044	-3.40470443771029	CRC
VF208	-5.12214715324488	-6.14658650892476	-3.95452077352068	-3.12123445512887	-6.06312851408137	-5.23439144804438	-5.32627510375991	-6.16171556216286	-4.97365054822889	-4.18910289539485	-5.00894138605829	-4.80319397818195	-5.58540558997625	-3.65957521831521	-4.50803260315084	-9	-5.6911966301653	CRC
VF216	-3.81869878171183	-6.93707076682974	-4.16497662847947	-3.55812433788541	-3.84091428628565	-4.5816587560761	-3.66710248210491	-5.65525993007539	-3.91019552954774	-3.60056030507892	-4.56293321748926	-3.92670332151442	-4.80192828840972	-3.64761772309123	-3.83553191401512	-9	-5.68446206618106	CRC
VF217	-3.94482784885362	-6.67056282238937	-3.98947937051959	-3.64439625777486	-4.24218582246915	-5.05270115053963	-3.48599249657807	-4.04728976320629	-3.7667169921552	-3.73623381520997	-4.01942248657909	-3.65799799887901	-4.55344571180511	-3.44154240394115	-3.83558825554549	-6.25582830494546	-4.04465096791415	CRC
VF232	-4.08443457252773	-4.00056079625737	-4.41645674471215	-3.97794380374094	-5.6496744360033	-3.92711690402839	-3.50858080943586	-3.81196945696795	-3.71545592988813	-4.06981218898546	-3.98904457286189	-3.10004441689856	-3.96819110199416	-3.69209723421586	-4.44319302920723	-6.54888184864138	-3.38093694576506	CRC
VF234	-3.78518420759264	-4.28944599045626	-3.93166149097829	-3.66550365287705	-4.27274999683809	-3.78997459451091	-3.43320394435266	-3.89350669681346	-3.68197419883084	-3.780548799901	-3.92779538716072	-3.38402891764304	-3.82878282050099	-3.60462849531306	-4.01614817598246	-6.45249382542649	-3.53600404617868	CRC
VF251	-3.90007099394213	-4.19266978283763	-4.67547349360424	-4.25470010399176	-9	-3.91770264412614	-3.4806308262985	-4.11921266353716	-3.66733220304899	-4.12231788458098	-3.90838690984216	-3.23827508010239	-4.15237665591332	-3.92539470514635	-4.48999797592527	-6.49885431875756	-3.4774801301977	CRC
VF264	-3.70726059637549	-4.11056255440287	-4.51814464031942	-4.01084222502276	-7.40662641816487	-3.75005444231072	-3.35895633024695	-4.24837762809499	-3.60681902988135	-4.25812670614179	-3.93000340881628	-3.2822629435562	-4.31118715690885	-4.24595137558419	-4.48163729690636	-6.74793930833956	-3.32881141555275	CRC
VF270	-3.73981125773742	-4.04514139891577	-4.40349167027199	-3.87713735976997	-5.192926570482	-3.79033261661489	-3.29338608606472	-4.11288844272909	-3.64447485869217	-3.9207067576993	-3.74081245398529	-3.250222729765	-3.92874089769858	-4.05247526091391	-4.14250861682772	-6.62070905758574	-3.34233808849616	CRC
VF273	-4.10258353087727	-4.04151717657272	-3.84003379644401	-3.62618214131297	-4.65496560263058	-3.9006880694688	-3.39858667401312	-4.08817380526154	-3.4759520782416	-3.85759884563433	-4.41619862133801	-3.23675849358414	-3.98726009043882	-3.46009429030809	-4.02726334910968	-6.64800114278365	-3.35183815058031	CRC
VF281	-4.53459814889363	-4.41330122707945	-4.44965097930204	-4.10618091427951	-5.12306431903366	-3.9531602709304	-3.50662680638622	-3.78406563809804	-3.67888464851007	-4.27745845572061	-4.09559825322427	-3.11727742793714	-4.0561103571031	-3.62353674176819	-4.54679969587897	-6.34845923657019	-3.57978012227485	CRC
VF29	-3.69833358808606	-4.0934946429777	-5.00789514761771	-4.26481062768072	-4.46421867993663	-3.70140718458072	-3.29819182479972	-4.06099859047611	-3.59075577050871	-4.2439473661523	-3.75292518145179	-3.22584156640988	-3.86333413864283	-4.2001467824228	-4.79527057354735	-6.6798910011337	-3.2295191374456	CRC
VF300	-3.74651209926301	-4.2000386152719	-3.93978132492917	-3.64033020819008	-5.71113845300824	-3.75108669405452	-3.45935399990695	-3.94959881931776	-3.80262588589064	-3.97235515119322	-3.87444783613935	-3.45772743697147	-3.93351295061723	-3.86449723428882	-4.00912258033136	-6.71689324471881	-3.49639723420216	CRC
VF65	-4.1562626284712	-4.39865193091506	-4.25218130973274	-4.05999391945322	-4.1499520207129	-3.91090950814362	-3.53553417666067	-3.78074772141313	-3.78191550918934	-3.97395023870024	-3.95900696039961	-3.41254834241858	-3.91593790310981	-3.64926313285245	-4.10104574373854	-6.52130052593906	-3.44192413651311	CRC
VF71	-3.80999911960094	-7.1059950487238	-4.01463313936553	-3.77109332625559	-4.23130419394974	-4.19798463175619	-3.62104345531362	-5.91417991188909	-3.77133794656561	-3.76569780286717	-4.0714968277174	-3.68282076896642	-6.32877112675971	-3.61257193134887	-3.92140352990506	-7.06583915852783	-4.09048622560262	CRC
VF73	-3.68258144753062	-4.27994444955491	-4.49730790834881	-3.95731146076097	-4.50069515473842	-3.8359570666743	-3.41267119537597	-3.96910277236007	-3.67969806170865	-4.02318562298092	-3.78453325506468	-3.35021939058548	-3.94891396480964	-3.96516595965364	-4.31007918902251	-6.75372176992763	-3.36583622018146	CRC
VF77	-3.72848964351783	-4.57598673387781	-4.768628045134	-4.22276951716999	-4.32427480309634	-3.73259628709103	-3.30666978014416	-4.11318400615333	-3.67131776727737	-4.48335168391757	-3.75616249992418	-3.19423891499011	-3.93391631816087	-4.23499621581189	-4.38874839134618	-6.66503442301134	-3.29818860197017	CRC
VF95	-3.98003605447985	-4.50288235376672	-4.25773762812648	-4.07279006578865	-5.03938273819066	-4.04448728054978	-3.61222889452901	-3.99343277470756	-3.70900773813462	-3.90370086024601	-3.83194780180357	-3.46510363775555	-4.01384224421546	-3.61200871936159	-4.10994662473069	-7.23892530648157	-3.69938278019342	CRC
SAMD00114734	-3.76059663593255	-4.26462073363456	-4.88802105294701	-3.77798560770431	-9	-3.84622152492555	-3.43149120293287	-4.17634404811694	-3.90010838797643	-4.49754588385076	-3.71340805084764	-3.44888317022047	-4.12909978394248	-3.87657663852855	-4.32668597402616	-7.0928392369619	-3.37644577650735	CTR
SAMD00114770	-3.76294708195127	-4.30725129502946	-4.69713751979662	-3.74146949628994	-9	-3.86450832650394	-3.26434793152495	-4.16351376167975	-3.76574786836724	-4.05969221521094	-3.80946208802282	-3.17829785975111	-4.01007306508006	-3.84921565436193	-4.35892532836445	-6.95334169939783	-3.39300847147383	CTR
SAMD00114778	-3.66599529719138	-4.89577184874401	-4.17003842400725	-3.55873960946816	-9	-4.01969526390966	-3.38310656616159	-4.59392552118936	-3.76978203493551	-3.7871773639114	-3.86091132411454	-3.39468956562331	-4.35435342889676	-3.55108448141078	-4.07353287704141	-6.66024834948389	-3.66112734096248	CTR
SAMD00114781	-3.7409776223409	-4.60957357475044	-4.59177228310748	-3.79605366209505	-9	-3.80728282168217	-3.30273947618127	-4.27502065345292	-3.77630058035822	-3.95319346848673	-3.84176955000585	-3.17990236310203	-3.99998664547173	-4.2160072605347	-4.17819105713936	-6.91491756566716	-3.51739793530094	CTR
SAMD00114783	-3.59207635403134	-4.49606302572539	-4.37377633521172	-3.71143500152102	-9	-3.95916450544077	-3.3361461299444	-4.77435836683715	-3.74016641835393	-3.7540971667205	-3.53859023438013	-3.37103409718837	-4.21417487992981	-3.69806249579518	-3.86977187739172	-9	-3.59946891793108	CTR
SAMD00114792	-3.87816144930967	-4.33703375232896	-4.77864024947722	-3.84207110652174	-9	-3.79925446967128	-3.29131497079371	-4.42929917657419	-3.65432674659592	-3.75763831213421	-3.76722153614298	-3.22344336280942	-4.16117410695098	-4.13701858949569	-4.59246805897669	-7.34801016354476	-3.26774861559223	CTR
SAMD00114798	-3.7583833394121	-4.30340542254393	-4.69198496216987	-3.89509571874592	-9	-3.92865623754447	-3.41922487193433	-4.54846322405882	-3.69165940497473	-3.75175134747221	-3.72688285374126	-3.27160725498805	-5.00504281296271	-3.74227903989255	-4.51886475526768	-6.95441105938099	-3.5476921104319	CTR
SAMD00114829	-3.69719188707522	-4.65696729701428	-4.59935572427567	-4.04951508846971	-9	-3.77864916149863	-3.36691462154328	-4.19828911459655	-3.64539000719927	-4.381360309261	-3.81133199693898	-3.26443702688278	-4.28671923759029	-4.12599597750208	-4.30576855499409	-6.9655991982316	-3.33570127149308	CTR
SAMD00114834	-3.77344363836766	-6.93564693036897	-4.76449691348524	-4.19531438305939	-9	-4.00799166223012	-3.38819425793587	-5.74067028781868	-3.66619582787406	-3.90890217635253	-3.88659941158769	-3.37971399871957	-5.21946540685962	-3.79473102828216	-4.44161475330167	-6.58223271106467	-3.63424066584573	CTR
SAMD00114842	-3.56880134351132	-4.55386595330001	-3.74427403325133	-3.38233485097953	-9	-3.53562914390886	-3.18471213932315	-3.99086758722851	-3.90867877562385	-3.52983195459064	-3.47129595777557	-3.45824981744568	-4.26812973497503	-3.35996868989464	-3.89236619283568	-6.98849318253623	-3.59738616508077	CTR
SAMD00114843	-3.73578006379078	-4.39191870546576	-4.57750543431929	-4.00628080269085	-9	-3.72855784383468	-3.24068849946698	-4.29422219034146	-3.67708120292383	-4.05681524485652	-3.80071329750405	-3.14978582396481	-4.21617961310859	-4.10395487241091	-4.55779094899978	-6.95756893047579	-3.30280990249072	CTR
SAMD00114859	-3.61239357421365	-4.17609206658163	-4.31293673323148	-3.81605762947081	-9	-3.76223257625906	-3.22822875388585	-4.15078539673033	-3.68664425316836	-3.71535597135195	-3.77347696236222	-3.16515665309096	-3.98591631659512	-4.17489813416605	-4.24686299178046	-6.69460659307762	-3.3544117086159	CTR
SAMD00114862	-3.59096899864716	-4.62232541724076	-4.61242425118598	-3.84455105093657	-9	-3.68232252389006	-3.25147853619508	-4.47049326440796	-3.54826707153621	-4.21160082892206	-3.68603702622297	-3.22902066304893	-4.19194514150652	-3.90893955541975	-4.12852916588321	-6.83351732326529	-3.42483756666312	CTR
SAMD00114865	-3.85686922241822	-4.31861237495524	-4.21751485134752	-3.74060363979497	-9	-4.04555845126838	-3.52144311135344	-5.97214487431991	-3.77263964180575	-3.90684594383239	-3.86600353673679	-3.39954007054961	-5.16227129535036	-3.84911484981255	-4.17969300696612	-6.7651508325725	-3.73312886042719	CTR
SAMD00114874	-3.57929419398008	-4.69886063717379	-4.41697969330844	-3.69974044054369	-9	-3.70106722204528	-3.34475925015438	-4.0390343625479	-3.63886966720648	-3.9218149656571	-3.68785431575557	-3.33558086903598	-3.98964927785041	-3.82863732499698	-4.07378851425959	-6.81614038282205	-3.45860674379733	CTR
SAMD00114880	-3.83719231630932	-4.59106486347453	-4.68077930917709	-4.01091907252588	-9	-3.81216450716338	-3.27848772027954	-4.27286147172373	-3.60736095985987	-3.96250207140759	-3.76650088394776	-3.1827613004123	-4.28413386375346	-3.95741873401793	-4.31221384574501	-6.68883547025522	-3.38680534675096	CTR
SAMD00114895	-3.72532267275242	-4.04015010348476	-4.50492628634111	-4.05133365381289	-9	-3.73739784700469	-3.32250533888299	-4.07721944806996	-3.65703774085983	-4.20713228575398	-3.79077704379496	-3.2329926360502	-3.96742674910468	-4.0278815659523	-4.28174393735109	-6.67924261913103	-3.30827417818821	CTR
SAMD00114918	-4.22101994382753	-4.92444365582899	-4.72811864690448	-4.17779033834801	-9	-4.42963398210963	-3.43315125681235	-4.50239298114895	-3.56575869285417	-3.72637252291334	-4.16739721412148	-3.30580384460314	-5.32822079617554	-3.81135262816305	-5.40537313779596	-6.44167454716597	-3.58707096971185	CTR
SAMD00114929	-4.20765655193664	-4.57417512041105	-4.67623066220824	-4.25184624985665	-9	-4.31885644764885	-3.55914957654959	-4.06974652832471	-3.68884342052127	-4.11373282382355	-3.96119175181762	-3.19979723289295	-5.08584013696781	-3.49556355527755	-4.68499789479317	-6.3427661752865	-3.80870551625653	CTR
SAMD00114938	-3.73184224990342	-4.55953019627803	-4.35441059529411	-3.89682969971524	-9	-3.80347567136484	-3.27734895322318	-4.11065523020062	-3.69988425944932	-3.55303178690356	-3.91082377047633	-3.15955639159559	-4.13764646493957	-4.06770959464463	-4.20438566941093	-6.67616135463998	-3.41252813108113	CTR
SAMD00114950	-3.79962197514421	-4.69843738071495	-4.55634698598288	-3.97282136514756	-9	-3.92297091729656	-3.34848070106785	-4.12002389063168	-3.67603308917746	-4.15114243769772	-3.85632229269339	-3.29018242692695	-4.12465365254188	-3.73438705713679	-4.43953788065689	-6.60850727595794	-3.63079713449945	CTR
SAMD00114953	-3.71655806068835	-5.0503919549609	-4.53878826167701	-3.80602787442743	-9	-3.92357457042727	-3.34674930440343	-4.71916713929207	-3.62564369164139	-4.25792974040587	-3.71564255040599	-3.29680925226052	-4.51202645398504	-3.62832630666904	-4.22355236511824	-6.65925591392663	-3.60218161081042	CTR
SAMD00114959	-3.82582893700855	-4.77391196256067	-4.51280250688078	-3.93478495124802	-9	-3.9556189730373	-3.51514185755346	-5.86291120107423	-3.66673322880287	-3.81183527576798	-3.75849268523618	-3.36598851096528	-4.2822837938428	-3.70415780244928	-4.44989189019832	-6.5225296602414	-3.77509935408028	CTR
SAMD00114967	-3.6434443651314	-4.4714788351163	-4.40616172776059	-3.6163293887498	-9	-3.81377813557736	-3.35519923682743	-4.78087164858079	-3.49546926273559	-3.91062805616229	-3.69020732097836	-3.21038192319695	-4.35551041823998	-3.63991843511087	-4.35261700438323	-6.65107117212492	-3.59798980698276	CTR
SAMD00114970	-3.84335169304744	-4.80421024793651	-4.58210363647774	-3.79380492705593	-9	-4.03446078369338	-3.43037630588505	-4.68690330254526	-3.68980525998073	-3.94214719742418	-3.82866445068451	-3.4255219284012	-4.25867829666512	-3.73722032236968	-4.46873448293618	-6.47398217276737	-3.71217140732437	CTR
SAMD00114974	-3.91896047345613	-4.89312585546813	-4.45875811744843	-3.93341372110446	-9	-3.87014435958442	-3.36191611214779	-4.59311116707682	-3.69521335140099	-3.92531995097318	-3.66655466095685	-3.15540541286347	-4.17769579410878	-4.02821315574926	-4.29052634265659	-7.05127085582242	-3.62240419437814	CTR
SAMD00114977	-3.73715700710494	-4.20587795902843	-4.36365200455653	-3.91081630388312	-9	-3.81583315911193	-3.3568171238965	-4.71804027893961	-3.57697367203569	-3.76104118355265	-3.66627503219816	-3.28192534197137	-4.05078839819925	-3.70798991475041	-4.32832241601039	-6.75247286711503	-3.58522714190667	CTR
SAMD00114982	-3.72063415579027	-5.36249945318569	-4.19282167510987	-3.74445635447335	-9	-3.84473776466969	-3.39434131799676	-4.69412705151512	-3.62693112363348	-3.69790130829252	-4.03629736280594	-3.30305330223143	-4.11847051219467	-4.09848567881778	-4.32877738892295	-6.72642783170862	-3.87358283849269	CTR
SAMD00114983	-3.86583774477158	-4.32619410115772	-4.43219764486886	-3.68823062289307	-9	-3.8401859703534	-3.27948936170436	-4.07393072989455	-3.6663534522021	-3.72848441406913	-3.69014320952038	-3.219171630327	-3.95526239437584	-3.7511956850072	-4.13442686479779	-6.82729941027213	-3.50774681667311	CTR
SAMD00114994	-3.73272687381726	-4.89159183909327	-5.19644103535093	-3.5748613686392	-9	-4.0619327422034	-3.16494674931364	-6.09935536439102	-3.77574597822398	-3.95761555571089	-3.97400984041021	-3.18167115515611	-4.4824339519603	-4.05802296271183	-3.97088068024253	-6.7751690239894	-3.57444132667203	CTR
SAMD00114997	-3.59950932655704	-5.40609668490477	-3.95354399702635	-3.61370045465002	-9	-3.71702702582704	-3.31681570203995	-4.60727470716693	-3.82407835270639	-3.66680784845936	-3.79389162742031	-3.37253991992092	-3.93725909365442	-3.6403395272479	-3.92813690763652	-7.44353336043776	-3.80910548479766	CTR
SAMD00114998	-3.5548137320824	-4.85193289637708	-4.65698878887328	-3.94012555084351	-9	-3.73820124142077	-3.24142867090597	-7.16143189004659	-3.55066440202777	-3.44618707158431	-3.77514793466682	-3.23154690172937	-5.01271167232616	-3.92297064532753	-4.77481919489674	-6.73174034809737	-3.48411291580473	CTR
SAMD00115001	-3.59608645290965	-4.94200803150574	-4.33242951698762	-3.74747009463019	-9	-3.75277049448511	-3.27883814329854	-4.84507874662005	-3.69259199115997	-3.71262505606781	-3.80084199152793	-3.28999355076036	-4.98564462222922	-3.91778881619212	-4.16493538178466	-7.03708750063475	-3.44562836374766	CTR
SAMD00115002	-3.61142120632603	-4.34594217151897	-4.20764971353621	-3.54154773436379	-9	-3.64644109134168	-3.31376335942902	-3.9506496459965	-3.70253858361493	-3.73635128724316	-3.69231960854242	-3.4396473455658	-4.2119430221689	-3.49694102059389	-3.87769723894024	-7.09731244737765	-3.4796868122239	CTR
SAMD00115008	-3.69689864476862	-4.67121266309198	-4.68650832401025	-4.07803790471104	-9	-3.81705968746874	-3.15806487108501	-4.43564568904213	-3.63758270401614	-4.23299040334692	-3.94121398319862	-3.06438644076208	-4.11274059127634	-4.33801314925635	-4.36286357610643	-6.78653870549901	-3.37489857273612	CTR
SAMD00115009	-3.77874912756552	-4.39250881395649	-4.99579491575219	-3.97944979282744	-9	-3.86768083352512	-3.30222761855878	-4.37384845781256	-3.65207856048589	-4.04807175018984	-3.89071485361333	-3.27687859239898	-4.33058552246482	-4.56139577869515	-4.68980253941235	-6.7572571175528	-3.38225025617344	CTR
SAMD00115022	-3.58290316740111	-5.26524362852006	-4.82947865847804	-3.8633359679297	-9	-3.75359875097611	-3.24254200814296	-4.58982933726966	-3.75903229745112	-4.26959390593553	-3.89230087445512	-3.27025788531686	-4.19431224268806	-4.23489017408271	-4.39844685101454	-7.06109067118868	-3.47178284565646	CTR
SAMD00115023	-3.52105879618159	-4.87286207573583	-4.69433980101812	-3.68673227640209	-9	-3.75163402362702	-3.22076215686415	-4.58505936191882	-3.69943245670636	-4.14483690016519	-3.7423231189675	-3.25709035237683	-3.96889730669031	-3.7997938733868	-4.22860091390178	-6.80251951118763	-3.43240318798488	CTR
SAMD00154991	-3.68935890457545	-4.56386089927087	-4.48250924477837	-4.00863781527342	-9	-3.69357222151343	-3.22690453963425	-5.93484504368652	-3.40412318805892	-3.68754991932	-3.65035549107918	-3.12980919711885	-5.02545594725722	-3.75222381505097	-4.8809492481139	-6.52694514727377	-3.42863594620885	CTR
SAMD00154992	-3.99296057761057	-4.42127233055249	-4.6539526537357	-4.1638896215512	-9	-3.97457029265184	-3.39552071967864	-4.23944657475378	-3.67233475943816	-4.15050160293327	-3.80422958974855	-3.33785060659934	-4.05305686102475	-3.71243818925004	-4.33758286192466	-6.55136931983141	-3.69101323508048	CTR
ERR1018193	-3.75013098121927	-4.91760242380194	-3.44661470731283	-3.51556131197147	-3.75603974515583	-3.64928138980667	-3.45382897450146	-3.94782257075428	-3.60519407633434	-3.48313141615472	-3.64815745145075	-3.52287295472585	-3.64596257928211	-3.42654141264629	-3.58499983410579	-6.95539197527738	-3.76531571226226	CTR
ERR1018195	-3.76037233713529	-4.91526593012378	-3.94155734609878	-3.85715415577425	-6.53992192869894	-3.68601004792004	-3.32914720934413	-3.85043403721292	-3.44544786573932	-3.58187272842046	-3.61064856531688	-3.31395212455328	-3.9180685238765	-3.64003992145331	-3.66513328798167	-6.59575170936503	-3.6117584395089	CTR
ERR1018203	-3.4769395501186	-4.72763090812426	-4.05687926230677	-3.67359141034705	-4.45393878182619	-3.47462668557043	-3.26944000012408	-3.66004919597159	-3.38432474144574	-3.50729447929167	-3.55257064967911	-3.25342729155167	-3.56842426877706	-3.56839200224473	-3.78563507942456	-6.35154570491959	-3.68374022135549	CTR
ERR1018205	-3.5277051036299	-4.8110076868659	-3.76501978155821	-3.62163763232036	-5.36037706807502	-3.55869783867768	-3.31640564551378	-4.37131211183732	-3.46214525490989	-3.67359380228908	-3.56458614129927	-3.32627428233704	-3.9222554401692	-3.4696956600163	-3.7195745838751	-6.82301689337831	-3.69893526216713	CTR
ERR1018209	-3.72962355869669	-4.79166678611815	-4.13114824105054	-3.97190034365966	-5.10544137626053	-3.65447145679135	-3.39699773066495	-4.02615813057207	-3.55929430340758	-3.638566669248	-3.64080651618246	-3.44155064384813	-3.87461816720914	-3.8810163113898	-3.8087711898051	-6.55995723044565	-3.73653673688872	CTR
ERR1018217	-3.47085283999151	-4.84172256878411	-3.7049905480595	-3.51346969213815	-4.21392680525328	-3.45806441418655	-3.27130093328226	-3.94082643781849	-3.63392765404224	-3.61040456825693	-3.56251236957178	-3.35631148669285	-3.72171826898363	-3.49970575649515	-3.730916838761	-7.05441393004946	-3.51315455377148	CTR
ERR1018232	-3.51324955594544	-4.77095118131809	-3.9565980593925	-3.58486621330681	-4.60793296660849	-3.59531974142306	-3.26090525702807	-4.04518536345183	-3.67891313683521	-3.69217040772177	-3.66159046734238	-3.3379763686002	-3.86213431790912	-3.79558775562053	-4.13321253557257	-6.95906901889897	-3.39593494659966	CTR
ERR1018233	-3.68891742794295	-4.92583552558085	-4.15373495091252	-3.78626987558227	-5.64857671283858	-3.62892641199046	-3.3014189542052	-4.14499619838084	-3.45280750516736	-3.46097645991371	-3.59318553619801	-3.34357308575702	-3.71193937411099	-3.6101238624473	-3.75080849056818	-6.37313235971577	-3.58824396716822	CTR
ERR1018234	-3.63894927800395	-6.65850801907711	-3.45256227473757	-3.51203293035163	-3.50901252097708	-3.66663704592387	-3.57751181199793	-4.23188809584469	-3.76056628806702	-3.50051050224113	-3.61432627136234	-3.67952759601043	-4.08103308289161	-3.60475034119133	-3.57461390983606	-7.93379330255594	-4.43549490303944	CTR
ERR1018235	-3.51890069272833	-4.70178005308564	-4.37082355125145	-3.65726903351207	-6.3239816715772	-3.60249431185398	-3.2407030484261	-4.25671059341461	-3.48968669880045	-3.72172700804056	-3.6767623643916	-3.28946800968522	-3.99537623162324	-4.32935599900621	-4.07478021676076	-6.69277075821667	-3.39015063766112	CTR
ERR1018236	-3.71558861830329	-5.1185473055691	-4.12537304113973	-3.89198895927012	-4.39846691023001	-3.58592047209482	-3.28440501637291	-3.86419732025668	-3.44479704519633	-3.51502026781664	-3.63714208895636	-3.22222095467313	-3.85416903571564	-3.85099606215754	-3.93828647990655	-6.74174487292089	-3.58197727690618	CTR
ERR1018237	-3.60003309195818	-5.05248780555338	-3.71059908415922	-3.57998162249996	-4.1437195281115	-3.57039814412277	-3.37989087400278	-3.88480073964408	-3.58466494652751	-3.57240209287855	-3.47090578882202	-3.51242896027257	-3.7023920818333	-3.37810437497295	-3.69086669821942	-6.73549026014588	-3.88797175975661	CTR
ERR1018238	-3.42633227100352	-4.99392177760814	-3.80755910426589	-3.51778149559743	-4.79315254465425	-3.50738471896304	-3.15048908265765	-4.06627580744597	-3.53397363590796	-3.57076779010445	-3.55035618232435	-3.29773580261747	-3.81475277454782	-3.55704026726815	-3.78579497976846	-6.71462523457324	-3.37542194204897	CTR
ERR1018239	-3.57794457841359	-5.19255996108306	-3.75247339294139	-3.66395669812929	-4.21381452275657	-3.5541898669785	-3.37454183749344	-3.90985687242112	-3.65375938737496	-3.68168607176657	-3.81382460539323	-3.36530714758002	-3.76905590921996	-3.54498291722809	-3.88887704475213	-7.19889944294831	-3.46613773767705	CTR
